Prior mean:
( 0.0 , 0.0 )
( 0.979919678715 , -1.82979940887 )
( 0.983935742972 , -1.84685408141 )
( 0.987951807229 , -1.86381272785 )
( 0.991967871486 , -1.880675314 )
( 0.995983935743 , -1.89744181946 )
( 1.0 , -1.91411223718 )

True function:
( 0.0 , 1.0 )
( 0.00401606425703 , 0.999854851586 )
( 0.00803212851406 , 0.999419532744 )
( 0.0120481927711 , 0.998694422509 )
( 0.0160642570281 , 0.997680152063 )
( 0.0200803212851 , 0.996377603923 )
( 0.0240963855422 , 0.994787910796 )
( 0.0281124497992 , 0.992912454125 )
( 0.0321285140562 , 0.990752862301 )
( 0.0361445783133 , 0.988311008566 )
( 0.0401606425703 , 0.985589008591 )
( 0.0441767068273 , 0.982589217751 )
( 0.0481927710843 , 0.979314228082 )
( 0.0522088353414 , 0.975766864941 )
( 0.0562248995984 , 0.971950183354 )
( 0.0602409638554 , 0.967867464079 )
( 0.0642570281124 , 0.963522209371 )
( 0.0682730923695 , 0.958918138466 )
( 0.0722891566265 , 0.954059182782 )
( 0.0763052208835 , 0.948949480848 )
( 0.0803212851406 , 0.943593372971 )
( 0.0843373493976 , 0.937995395641 )
( 0.0883534136546 , 0.932160275683 )
( 0.0923694779116 , 0.926092924175 )
( 0.0963855421687 , 0.91979843012 )
( 0.100401606426 , 0.913282053906 )
( 0.104417670683 , 0.906549220538 )
( 0.10843373494 , 0.899605512677 )
( 0.112449799197 , 0.892456663469 )
( 0.116465863454 , 0.885108549205 )
( 0.120481927711 , 0.877567181792 )
( 0.124497991968 , 0.869838701071 )
( 0.128514056225 , 0.861929366982 )
( 0.132530120482 , 0.853845551588 )
( 0.136546184739 , 0.845593730973 )
( 0.140562248996 , 0.837180477028 )
( 0.144578313253 , 0.828612449131 )
( 0.14859437751 , 0.819896385747 )
( 0.152610441767 , 0.811039095947 )
( 0.156626506024 , 0.802047450865 )
( 0.160642570281 , 0.792928375118 )
( 0.164658634538 , 0.783688838182 )
( 0.168674698795 , 0.774335845756 )
( 0.172690763052 , 0.764876431118 )
( 0.176706827309 , 0.755317646499 )
( 0.180722891566 , 0.74566655447 )
( 0.184738955823 , 0.73593021938 )
( 0.18875502008 , 0.726115698841 )
( 0.192771084337 , 0.716230035281 )
( 0.196787148594 , 0.706280247591 )
( 0.200803212851 , 0.696273322853 )
( 0.204819277108 , 0.686216208193 )
( 0.208835341365 , 0.676115802757 )
( 0.212851405622 , 0.66597894982 )
( 0.21686746988 , 0.65581242906 )
( 0.220883534137 , 0.645622948989 )
( 0.224899598394 , 0.635417139572 )
( 0.228915662651 , 0.625201545031 )
( 0.232931726908 , 0.614982616859 )
( 0.236947791165 , 0.604766707054 )
( 0.240963855422 , 0.594560061572 )
( 0.244979919679 , 0.584368814028 )
( 0.248995983936 , 0.574198979646 )
( 0.253012048193 , 0.564056449459 )
( 0.25702811245 , 0.553946984795 )
( 0.261044176707 , 0.543876212022 )
( 0.265060240964 , 0.533849617593 )
( 0.269076305221 , 0.523872543374 )
( 0.273092369478 , 0.51395018228 )
( 0.277108433735 , 0.504087574204 )
( 0.281124497992 , 0.49428960227 )
( 0.285140562249 , 0.484560989393 )
( 0.289156626506 , 0.474906295152 )
( 0.293172690763 , 0.465329912998 )
( 0.29718875502 , 0.455836067771 )
( 0.301204819277 , 0.446428813551 )
( 0.305220883534 , 0.437112031823 )
( 0.309236947791 , 0.427889429976 )
( 0.313253012048 , 0.418764540121 )
( 0.317269076305 , 0.409740718223 )
( 0.321285140562 , 0.400821143562 )
( 0.325301204819 , 0.392008818499 )
( 0.329317269076 , 0.383306568553 )
( 0.333333333333 , 0.374717042791 )
( 0.33734939759 , 0.366242714498 )
( 0.341365461847 , 0.357885882162 )
( 0.345381526104 , 0.349648670723 )
( 0.349397590361 , 0.341533033113 )
( 0.353413654618 , 0.333540752055 )
( 0.357429718876 , 0.325673442128 )
( 0.361445783133 , 0.317932552077 )
( 0.36546184739 , 0.310319367364 )
( 0.369477911647 , 0.302835012945 )
( 0.373493975904 , 0.295480456272 )
( 0.377510040161 , 0.288256510491 )
( 0.381526104418 , 0.281163837843 )
( 0.385542168675 , 0.274202953245 )
( 0.389558232932 , 0.267374228037 )
( 0.393574297189 , 0.260677893892 )
( 0.397590361446 , 0.254114046871 )
( 0.401606425703 , 0.247682651602 )
( 0.40562248996 , 0.241383545593 )
( 0.409638554217 , 0.235216443637 )
( 0.413654618474 , 0.22918094232 )
( 0.417670682731 , 0.223276524605 )
( 0.421686746988 , 0.217502564489 )
( 0.425702811245 , 0.211858331712 )
( 0.429718875502 , 0.206342996511 )
( 0.433734939759 , 0.200955634405 )
( 0.437751004016 , 0.195695231004 )
( 0.441767068273 , 0.19056068682 )
( 0.44578313253 , 0.185550822079 )
( 0.449799196787 , 0.180664381521 )
( 0.453815261044 , 0.175900039173 )
( 0.457831325301 , 0.171256403094 )
( 0.461847389558 , 0.166732020067 )
( 0.465863453815 , 0.162325380251 )
( 0.469879518072 , 0.158034921764 )
( 0.473895582329 , 0.153859035204 )
( 0.477911646586 , 0.149796068089 )
( 0.481927710843 , 0.145844329217 )
( 0.4859437751 , 0.142002092939 )
( 0.489959839357 , 0.138267603333 )
( 0.493975903614 , 0.134639078282 )
( 0.497991967871 , 0.131114713447 )
( 0.502008032129 , 0.12769268613 )
( 0.506024096386 , 0.124371159026 )
( 0.510040160643 , 0.121148283858 )
( 0.5140562249 , 0.118022204901 )
( 0.518072289157 , 0.114991062378 )
( 0.522088353414 , 0.11205299574 )
( 0.526104417671 , 0.109206146826 )
( 0.530120481928 , 0.106448662899 )
( 0.534136546185 , 0.103778699561 )
( 0.538152610442 , 0.101194423544 )
( 0.542168674699 , 0.098694015389 )
( 0.546184738956 , 0.0962756720007 )
( 0.550200803213 , 0.0939376090863 )
( 0.55421686747 , 0.0916780634837 )
( 0.558232931727 , 0.089495295377 )
( 0.562248995984 , 0.0873875904053 )
( 0.566265060241 , 0.0853532616672 )
( 0.570281124498 , 0.0833906516262 )
( 0.574297188755 , 0.0814981339198 )
( 0.578313253012 , 0.0796741150792 )
( 0.582329317269 , 0.0779170361617 )
( 0.586345381526 , 0.0762253743042 )
( 0.590361445783 , 0.0745976442011 )
( 0.59437751004 , 0.0730323995139 )
( 0.598393574297 , 0.0715282342182 )
( 0.602409638554 , 0.0700837838942 )
( 0.606425702811 , 0.0686977269691 )
( 0.610441767068 , 0.0673687859162 )
( 0.614457831325 , 0.0660957284204 )
( 0.618473895582 , 0.0648773685156 )
( 0.622489959839 , 0.0637125677042 )
( 0.626506024096 , 0.0626002360651 )
( 0.630522088353 , 0.06153933336 )
( 0.63453815261 , 0.0605288701467 )
( 0.638554216867 , 0.0595679089087 )
( 0.642570281124 , 0.0586555652108 )
( 0.646586345382 , 0.0577910088913 )
( 0.650602409639 , 0.0569734653014 )
( 0.654618473896 , 0.0562022166024 )
( 0.658634538153 , 0.0554766031337 )
( 0.66265060241 , 0.0547960248628 )
( 0.666666666667 , 0.054159942931 )
( 0.670682730924 , 0.0535678813089 )
( 0.674698795181 , 0.0530194285758 )
( 0.678714859438 , 0.0525142398385 )
( 0.682730923695 , 0.0520520388072 )
( 0.686746987952 , 0.0516326200446 )
( 0.690763052209 , 0.0512558514081 )
( 0.694779116466 , 0.0509216767059 )
( 0.698795180723 , 0.0506301185865 )
( 0.70281124498 , 0.0503812816878 )
( 0.706827309237 , 0.0501753560689 )
( 0.710843373494 , 0.0500126209528 )
( 0.714859437751 , 0.0498934488086 )
( 0.718875502008 , 0.0498183098057 )
( 0.722891566265 , 0.0497877766739 )
( 0.726907630522 , 0.0498025300064 )
( 0.730923694779 , 0.0498633640476 )
( 0.734939759036 , 0.0499711930075 )
( 0.738955823293 , 0.050127057953 )
( 0.74297188755 , 0.0503321343258 )
( 0.746987951807 , 0.0505877401467 )
( 0.751004016064 , 0.0508953449648 )
( 0.755020080321 , 0.051256579622 )
( 0.759036144578 , 0.0516732469059 )
( 0.763052208835 , 0.0521473331705 )
( 0.767068273092 , 0.052681021014 )
( 0.771084337349 , 0.0532767031097 )
( 0.775100401606 , 0.053936997295 )
( 0.779116465863 , 0.0546647630331 )
( 0.78313253012 , 0.055463119374 )
( 0.787148594378 , 0.0563354645515 )
( 0.791164658635 , 0.0572854973669 )
( 0.795180722892 , 0.0583172405239 )
( 0.799196787149 , 0.0594350660941 )
( 0.803212851406 , 0.0606437233109 )
( 0.807228915663 , 0.0619483689044 )
( 0.81124497992 , 0.0633546002153 )
( 0.815261044177 , 0.0648684913424 )
( 0.819277108434 , 0.066496632604 )
( 0.823293172691 , 0.0682461736217 )
( 0.827309236948 , 0.0701248703584 )
( 0.831325301205 , 0.0721411364764 )
( 0.835341365462 , 0.074304099413 )
( 0.839357429719 , 0.0766236616071 )
( 0.843373493976 , 0.0791105673477 )
( 0.847389558233 , 0.0817764757581 )
( 0.85140562249 , 0.0846340404734 )
( 0.855421686747 , 0.0876969966161 )
( 0.859437751004 , 0.0909802557279 )
( 0.863453815261 , 0.0945000093668 )
( 0.867469879518 , 0.0982738421416 )
( 0.871485943775 , 0.102320855012 )
( 0.875502008032 , 0.106661799753 )
( 0.879518072289 , 0.111319225544 )
( 0.883534136546 , 0.116317638721 )
( 0.887550200803 , 0.121683676802 )
( 0.89156626506 , 0.127446297968 )
( 0.895582329317 , 0.13363698726 )
( 0.899598393574 , 0.14028998085 )
( 0.903614457831 , 0.14744250978 )
( 0.907630522088 , 0.155135064693 )
( 0.911646586345 , 0.163411683107 )
( 0.915662650602 , 0.172320260883 )
( 0.919678714859 , 0.181912889587 )
( 0.923694779116 , 0.19224622149 )
( 0.927710843373 , 0.20338186401 )
( 0.931726907631 , 0.215386805398 )
( 0.935742971888 , 0.22833387348 )
( 0.939759036145 , 0.242302229234 )
( 0.943775100402 , 0.257377896935 )
( 0.947791164659 , 0.273654332472 )
( 0.951807228916 , 0.291233031322 )
( 0.955823293173 , 0.310224177435 )
( 0.95983935743 , 0.330747334043 )
( 0.963855421687 , 0.352932177018 )
( 0.967871485944 , 0.376919271013 )
( 0.971887550201 , 0.402860888036 )
( 0.975903614458 , 0.430921867482 )
( 0.979919678715 , 0.461280515857 )
( 0.983935742972 , 0.494129543473 )
( 0.987951807229 , 0.529677034326 )
( 0.991967871486 , 0.568147444062 )
( 0.995983935743 , 0.609782619496 )
( 1.0 , 0.654842831414 )

Observations:
( 0.01 , 0.999100404892 )
( 0.31 , 0.426148077093 )
( 0.61 , 0.0675122120054 )

